date,ref_1,ref_1_count,ref_1_uniques,ref_2,ref_2_count,ref_2_uniques,ref_3,ref_3_count,ref_3_uniques,ref_4,ref_4_count,ref_4_uniques,ref_5,ref_5_count,ref_5_uniques,ref_6,ref_6_count,ref_6_uniques,ref_7,ref_7_count,ref_7_uniques,ref_8,ref_8_count,ref_8_uniques,ref_9,ref_9_count,ref_9_uniques,ref_10,ref_10_count,ref_10_uniques
2026-04-26,github.com,9,4,Google,4,2,Bing,3,1,chatgpt.com,2,1,search.brave.com,1,1,,,,,,,,,,,,,,,
2026-04-27,search.brave.com,14,2,Google,13,2,github.com,10,5,Bing,3,1,chatgpt.com,2,1,,,,,,,,,,,,,,,
2026-04-28,Google,14,2,search.brave.com,14,2,github.com,9,4,Bing,4,2,chatgpt.com,3,2,,,,,,,,,,,,,,,
2026-04-29,Google,14,2,search.brave.com,14,2,github.com,9,4,Bing,4,2,chatgpt.com,3,2,,,,,,,,,,,,,,,
2026-04-30,Google,16,3,search.brave.com,15,2,github.com,4,3,Bing,4,2,chatgpt.com,3,2,,,,,,,,,,,,,,,
2026-05-01,Google,16,3,search.brave.com,15,2,github.com,4,3,Bing,4,2,chatgpt.com,3,2,,,,,,,,,,,,,,,
2026-05-02,Google,22,5,search.brave.com,15,2,github.com,4,3,Bing,4,2,chatgpt.com,3,2,,,,,,,,,,,,,,,
2026-05-03,Google,23,5,search.brave.com,15,2,github.com,7,4,Bing,4,2,chatgpt.com,3,2,,,,,,,,,,,,,,,
2026-05-04,Google,28,6,search.brave.com,15,2,github.com,9,6,Bing,4,2,chatgpt.com,3,2,,,,,,,,,,,,,,,
2026-05-05,Google,25,5,search.brave.com,14,2,github.com,9,6,Bing,4,2,chatgpt.com,3,2,,,,,,,,,,,,,,,
2026-05-06,Google,27,5,search.brave.com,15,3,github.com,9,6,Bing,4,2,chatgpt.com,3,2,,,,,,,,,,,,,,,
2026-05-07,Google,27,5,github.com,18,8,search.brave.com,15,3,Bing,1,1,chatgpt.com,1,1,,,,,,,,,,,,,,,
2026-05-08,Google,27,5,github.com,19,9,search.brave.com,15,3,Bing,1,1,chatgpt.com,1,1,,,,,,,,,,,,,,,
2026-05-09,Google,27,5,github.com,22,10,search.brave.com,15,3,Bing,1,1,chatgpt.com,1,1,,,,,,,,,,,,,,,
2026-05-10,github.com,21,9,Google,20,5,search.brave.com,16,3,Bing,1,1,chatgpt.com,1,1,,,,,,,,,,,,,,,
2026-05-11,github.com,21,9,Google,17,5,search.brave.com,3,2,Bing,1,1,chatgpt.com,1,1,,,,,,,,,,,,,,,
2026-05-12,github.com,21,9,Google,16,5,search.brave.com,3,2,,,,,,,,,,,,,,,,,,,,,
2026-05-13,github.com,20,9,Google,15,5,search.brave.com,3,2,,,,,,,,,,,,,,,,,,,,,
2026-05-14,github.com,20,9,Google,16,6,search.brave.com,2,2,,,,,,,,,,,,,,,,,,,,,
2026-05-15,github.com,20,9,Google,16,6,search.brave.com,2,2,,,,,,,,,,,,,,,,,,,,,
2026-05-16,github.com,20,9,Google,10,4,search.brave.com,2,2,,,,,,,,,,,,,,,,,,,,,
2026-05-17,github.com,17,8,Google,9,4,search.brave.com,2,2,,,,,,,,,,,,,,,,,,,,,
2026-05-18,github.com,15,6,Google,4,3,search.brave.com,2,2,,,,,,,,,,,,,,,,,,,,,
2026-05-19,github.com,14,5,Google,4,3,search.brave.com,2,2,,,,,,,,,,,,,,,,,,,,,
2026-05-20,github.com,14,5,Google,2,2,search.brave.com,1,1,,,,,,,,,,,,,,,,,,,,,
2026-05-21,github.com,5,3,Google,2,2,search.brave.com,1,1,,,,,,,,,,,,,,,,,,,,,
2026-05-22,github.com,4,2,Google,2,2,search.brave.com,1,1,,,,,,,,,,,,,,,,,,,,,
2026-05-23,Google,2,2,github.com,1,1,search.brave.com,1,1,,,,,,,,,,,,,,,,,,,,,
2026-05-24,Google,3,3,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-25,Google,3,3,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-26,Google,3,3,github.com,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-27,Google,3,3,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28,Google,2,2,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29,Google,2,2,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-30,Google,2,2,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-31,Google,2,2,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-01,Google,3,3,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-03,Google,3,3,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-04,Google,3,3,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-04,Google,6,4,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,Google,7,5,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-06,Google,9,6,DuckDuckGo,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,
2026-06-07,Google,22,8,DuckDuckGo,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,
2026-06-08,Google,24,10,github.com,4,3,DuckDuckGo,1,1,,,,,,,,,,,,,,,,,,,,,
2026-06-09,Google,24,10,github.com,4,3,DuckDuckGo,1,1,,,,,,,,,,,,,,,,,,,,,
2026-06-10,Google,28,12,github.com,4,3,DuckDuckGo,1,1,,,,,,,,,,,,,,,,,,,,,
2026-06-12,Google,32,14,github.com,4,3,DuckDuckGo,1,1,,,,,,,,,,,,,,,,,,,,,
2026-06-13,Google,32,14,github.com,4,3,DuckDuckGo,1,1,,,,,,,,,,,,,,,,,,,,,
2026-06-13,Google,42,18,github.com,4,3,DuckDuckGo,1,1,,,,,,,,,,,,,,,,,,,,,
2026-06-14,Google,43,19,github.com,6,5,DuckDuckGo,1,1,,,,,,,,,,,,,,,,,,,,,
2026-06-16,Google,43,19,github.com,7,6,DuckDuckGo,1,1,,,,,,,,,,,,,,,,,,,,,
2026-06-16,Google,45,21,github.com,7,6,DuckDuckGo,1,1,,,,,,,,,,,,,,,,,,,,,
2026-06-17,Google,45,21,github.com,11,7,DuckDuckGo,1,1,,,,,,,,,,,,,,,,,,,,,
2026-06-19,Google,43,21,github.com,11,7,DuckDuckGo,1,1,,,,,,,,,,,,,,,,,,,,,
2026-06-19,Google,43,21,github.com,17,8,DuckDuckGo,1,1,,,,,,,,,,,,,,,,,,,,,
2026-06-20,Google,45,21,github.com,17,8,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-21,Google,32,19,github.com,21,9,Bing,7,1,,,,,,,,,,,,,,,,,,,,,
2026-06-22,Google,30,17,github.com,18,7,Bing,7,1,,,,,,,,,,,,,,,,,,,,,
2026-06-23,Google,30,16,github.com,18,7,Bing,8,2,,,,,,,,,,,,,,,,,,,,,
2026-06-24,Google,28,15,github.com,18,7,Bing,8,2,,,,,,,,,,,,,,,,,,,,,
2026-06-25,Google,27,16,github.com,18,7,Bing,8,2,,,,,,,,,,,,,,,,,,,,,
2026-06-26,Google,25,16,github.com,21,8,Bing,8,2,,,,,,,,,,,,,,,,,,,,,
2026-06-27,github.com,22,9,Google,19,13,Bing,8,2,,,,,,,,,,,,,,,,,,,,,
2026-06-28,github.com,27,8,Google,18,12,Bing,8,2,,,,,,,,,,,,,,,,,,,,,
2026-06-29,github.com,26,7,Google,17,11,Bing,8,2,,,,,,,,,,,,,,,,,,,,,
2026-06-30,github.com,26,7,Google,15,9,Bing,8,2,,,,,,,,,,,,,,,,,,,,,
2026-07-01,github.com,22,6,Google,16,10,Bing,8,2,,,,,,,,,,,,,,,,,,,,,
2026-07-02,Google,24,11,github.com,22,6,Bing,8,2,,,,,,,,,,,,,,,,,,,,,
2026-07-03,Google,23,10,github.com,16,5,Bing,8,2,,,,,,,,,,,,,,,,,,,,,
2026-07-04,Google,19,9,github.com,16,5,Bing,8,2,,,,,,,,,,,,,,,,,,,,,
2026-07-05,Google,27,11,github.com,12,4,Bing,1,1,,,,,,,,,,,,,,,,,,,,,
2026-07-06,Google,27,11,github.com,12,4,Bing,1,1,,,,,,,,,,,,,,,,,,,,,
2026-07-07,Google,23,10,github.com,11,3,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-08,Google,23,10,github.com,11,3,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-09,Google,22,9,github.com,13,5,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-10,Google,25,11,github.com,10,4,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-11,Google,24,10,github.com,9,3,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-12,Google,25,11,github.com,3,3,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,Google,25,11,github.com,3,3,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14,Google,26,12,github.com,3,3,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-15,Google,28,13,github.com,3,3,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-16,Google,19,11,github.com,3,3,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-17,Google,19,11,github.com,3,3,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18,Google,27,12,github.com,3,3,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-19,Google,21,11,github.com,3,3,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20,Google,22,11,github.com,3,3,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-21,Google,24,12,github.com,3,3,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-22,Google,26,14,github.com,3,3,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-23,Google,26,13,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-24,Google,22,10,github.com,4,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,Google,22,10,github.com,4,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-26,Google,22,9,github.com,3,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-27,Google,23,10,github.com,3,1,,,,,,,,,,,,,,,,,,,,,,,,
